mlb,verifeid_photo,pegar_foto,marca_dagua,texto_na_foto,path_file_photo
MLB2160638580,False,False,False,False,MLB2160638580_PHOTOID832225-MLB53267807835_012023_4.jpg
MLB2160638580,False,False,False,False,MLB2160638580_PHOTOID873648-MLB53267807836_012023_0.jpg
MLB2160638580,False,False,False,False,MLB2160638580_PHOTOID893174-MLB53267807837_012023_3.jpg
MLB2160638580,False,False,False,False,MLB2160638580_PHOTOID974764-MLB53267807839_012023_2.jpg
MLB2160680017,False,False,False,False,MLB2160680017_PHOTOID643178-MLB53267828383_012023_0.jpg
MLB2160735219,False,False,False,False,MLB2160735219_PHOTOID651644-MLB53267807833_012023_2.jpg
MLB2160735219,False,False,False,False,MLB2160735219_PHOTOID731022-MLB53267807832_012023_4.jpg
MLB2160735219,False,False,False,False,MLB2160735219_PHOTOID781864-MLB53267807829_012023_3.jpg
MLB2160735219,False,False,False,False,MLB2160735219_PHOTOID812458-MLB53267807830_012023_1.jpg
MLB2160735219,False,False,False,False,MLB2160735219_PHOTOID910973-MLB53267807831_012023_0.jpg
MLB2160761745,False,False,False,False,MLB2160761745_PHOTOID618260-MLB53195731596_012023_1.jpg
MLB2160761745,False,False,False,False,MLB2160761745_PHOTOID637513-MLB53195731598_012023_0.jpg
MLB2160761745,False,False,False,False,MLB2160761745_PHOTOID648764-MLB53195731597_012023_2.jpg
MLB2160761745,False,False,False,False,MLB2160761745_PHOTOID704074-MLB53195731599_012023_4.jpg
MLB2160761745,False,False,False,False,MLB2160761745_PHOTOID965368-MLB53195731600_012023_3.jpg
MLB2161401163,False,False,False,False,MLB2161401163_PHOTOID737159-MLB53267809266_012023_0.jpg
MLB2161481007,False,False,False,False,MLB2161481007_PHOTOID774213-MLB53267814819_012023_0.jpg
MLB2161965728,False,False,False,False,MLB2161965728_PHOTOID692289-MLB53267835480_012023_0.jpg
MLB2161972350,False,False,False,False,MLB2161972350_PHOTOID948472-MLB69991373186_062023_0.jpg
MLB2163348191,False,False,False,False,MLB2163348191_PHOTOID653889-MLB53282022413_012023_0.jpg
MLB2165126873,False,False,False,False,MLB2165126873_PHOTOID851779-MLB70010664803_062023_0.jpg
MLB2202981600,False,False,False,False,MLB2202981600_PHOTOID602471-MLB73870889154_012024_4.jpg
MLB2202981600,False,False,False,False,MLB2202981600_PHOTOID607571-MLB73972627077_012024_5.jpg
MLB2202981600,False,False,False,False,MLB2202981600_PHOTOID648520-MLB73870929138_012024_2.jpg
MLB2202981600,False,False,False,False,MLB2202981600_PHOTOID697060-MLA73871356094_012024_0.jpg
MLB2202981600,False,False,False,False,MLB2202981600_PHOTOID743428-MLB73972371233_012024_1.jpg
MLB2202981600,False,False,False,False,MLB2202981600_PHOTOID900958-MLB73972449799_012024_3.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID638293-MLB49355334505_032022_2.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID656191-MLB49355376223_032022_0.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID800751-MLB49355281844_032022_7.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID802520-MLB49355280926_032022_5.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID839314-MLB49355286816_032022_1.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID858746-MLB49355320587_032022_6.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID931518-MLB49355388117_032022_3.jpg
MLB2204683861,False,False,False,False,MLB2204683861_PHOTOID933636-MLB49355368256_032022_4.jpg
MLB2206428351,False,False,False,False,MLB2206428351_PHOTOID649832-MLB49376632858_032022_4.jpg
MLB2206428351,False,False,False,False,MLB2206428351_PHOTOID653940-MLB49376632859_032022_2.jpg
MLB2206428351,False,False,False,False,MLB2206428351_PHOTOID792157-MLB49376632857_032022_1.jpg
MLB2206428351,False,False,False,False,MLB2206428351_PHOTOID958331-MLB49376632856_032022_0.jpg
MLB2206428351,False,False,False,False,MLB2206428351_PHOTOID965223-MLB49376632860_032022_3.jpg
MLB2207157715,False,False,False,False,MLB2207157715_PHOTOID712374-MLB49376633442_032022_2.jpg
MLB2207157715,False,False,False,False,MLB2207157715_PHOTOID762548-MLB49376633443_032022_3.jpg
MLB2207157715,False,False,False,False,MLB2207157715_PHOTOID795962-MLB49376633445_032022_1.jpg
